OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,MonitoringLocationIdentifier,ResultIdentifier,DataLoggerLine,ResultDetectionConditionText,MethodSpecificationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,DataQuality/BiasValue,ConfidenceIntervalValue,UpperConfidenceLimitValue,LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultSamplingPointName,BiologicalIntentName,BiologicalIndividualIdentifier,SubjectTaxonomicName,UnidentifiedSpeciesIdentifier,SampleTissueAnatomyName,GroupSummaryCountWeight/MeasureValue,GroupSummaryCountWeight/MeasureUnitCode,CellFormName,CellShapeName,HabitName,VoltismName,TaxonomicPollutionTolerance,TaxonomicPollutionToleranceScaleText,TrophicLevelName,FunctionalFeedingGroupName,TaxonomicDetailsCitation/ResourceTitleName,TaxonomicDetailsCitation/ResourceCreatorName,TaxonomicDetailsCitation/ResourceSubjectText,TaxonomicDetailsCitation/ResourcePublisherName,TaxonomicDetailsCitation/ResourceDate,TaxonomicDetailsCitation/ResourceIdentifier,FrequencyClassInformationUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodQualifierTypeName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,AnalysisStartTime/Time,AnalysisStartTime/TimeZoneCode,AnalysisEndDate,AnalysisEndTime/Time,AnalysisEndTime/TimeZoneCode,ResultLaboratoryCommentCode,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,LaboratoryAccreditationIndicator,LaboratoryAccreditationAuthorityName,TaxonomistAccreditationIndicator,TaxonomistAccreditationAuthorityName,LabSamplePreparationUrl,ProviderName,month
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030856,2003-06-23,11:25:00,CDT,WIDNR_WQX-133529,STORET-179604,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030856,2003-06-23,11:25:00,CDT,WIDNR_WQX-133529,STORET-179605,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457708,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-31109118,,,,Cryptosporidium,,133,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179607,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179608,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179610,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179611,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179615,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179617,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179618,,,,Cryptosporidium,,2,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030857,2003-06-24,9:32:00,CDT,WIDNR_WQX-133529,STORET-179621,,,,Cryptosporidium,,1,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457715,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-31109137,,,,Cryptosporidium,,<100.,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179655,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179656,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179658,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179660,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179661,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179663,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179667,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030864,2003-06-27,8:42:00,CDT,WIDNR_WQX-133529,STORET-179668,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457720,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-31109149,,,,Cryptosporidium,,<100.,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630808,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630809,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630812,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630814,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630815,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630818,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630819,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030871,2003-06-28,10:02:00,CDT,WIDNR_WQX-133529,STORET-630822,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457716,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-30703793,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130476,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130477,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130479,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130481,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130484,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130487,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130488,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030867,2003-06-29,11:30:00,CDT,WIDNR_WQX-133529,STORET-1130489,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,6
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457787,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-30706604,,,,Cryptosporidium,,<100.,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251914,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251916,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251917,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251920,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251924,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251926,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251927,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030876,2003-07-07,11:33:00,CDT,WIDNR_WQX-133529,STORET-1251928,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457807,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-30705123,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196369,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196371,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196372,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196375,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196376,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196377,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196379,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030883,2003-07-13,13:50:00,CDT,WIDNR_WQX-133529,STORET-1196380,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1457841,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-31109162,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179774,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179776,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179779,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179780,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179782,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179784,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179787,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030886,2003-07-15,1:52:00,CDT,WIDNR_WQX-133529,STORET-179788,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-1409897,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-31108644,,,,Cryptosporidium,,<96.8,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1623,USEPA,Cryptosporidium and Giardia in Water by Filtration/IMS/FA - April 2001 Update,,,https://www.nemi.gov/methods/method_summary/5616/,113133790,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630824,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630829,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630830,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630834,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630835,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630836,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630838,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
WIDNR_WQX,Wisconsin Department of Natural Resources,WIDNR_WQX-7030892,2003-07-21,11:45:00,CDT,WIDNR_WQX-133529,STORET-630839,,,,Cryptosporidium,,0,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,STORET,7
