OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-CUVA_NPS_STRB,Cuyahoga River at Station Road Bridge,River/Stream,Station is located at the Station Road bridge crossing over the Cuyahoga River.,04110002,,,,,41.3192612,-81.5877108,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,631,ft,,,Topographic Map Interpolation,NGVD29,US,39,035,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-CUVA_NPS_STRO,Unnamed Intermittent Creek Running Alongside Stone Road,River/Stream,"Station is located on the unnamed, intermittent stream that runs alongside Stone Road.  It is a tributary of the Cuyahoga River.",04110002,,,,,41.3819619,-81.6234848,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,606,ft,,,Topographic Map Interpolation,NGVD29,US,39,035,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-CUVA_NPS_TICR,Tinkers Creek,River/Stream,Station is located on Tinkers Creek  a tributary of the Cuyahoga River.,04110002,,,,,41.3645319,-81.6087172,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,610,ft,,,Topographic Map Interpolation,NGVD29,US,39,035,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-CUVA_NPS_UPSP,Upstream Spring Creek,River/Stream,Station is located upstream on Spring Creek near the Boston Mills Road crossing of Spring  a tributary of the Cuyahoga River.,04110002,,,,,41.255908,-81.577686,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,865,ft,,,Topographic Map Interpolation,NGVD29,US,39,153,,,,,,,,,STORET
11NPSWRD_WQX,National Park Service Water Resources Division,11NPSWRD_WQX-CUVA_NPS_YECR,Yellow Creek,River/Stream,Station is located on Yellow Creek  a tributary of the Cuyahoga River.,04110002,,,,,41.1634511,-81.5762689,0,,,GPS Code (Pseudo Range) Standard Position (SA Off),NAD83,741,ft,,,Topographic Map Interpolation,NGVD29,US,39,153,,,,,,,,,STORET
21NJDEP1,NJ Department of Environmental Protection,21NJDEP1-01438500,DELAWARE RIVER AT MONTAGUE,River/Stream,Rt 206 bridge in Montague Twp,02040104,,,,,41.30692,-74.8,12000,,,Interpolation-Photo,NAD83,0,ft,,,,Unknown,US,42,103,,,,,,,,,STORET
21NJDEP1,NJ Department of Environmental Protection,21NJDEP1-01461000,DELAWARE RIVER AT LUMBERVILLE,River/Stream,Quarry Rd in Delaware Twp,02040105,,,,,40.408,-75.0374,,,,GPS Code (Pseudo Range) Differential,NAD83,0,ft,,,,Unknown,US,42,017,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUARCA,Arcadia Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.60526,-81.54302,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUBAYP,Bay Park Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.48642,-81.89586,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUCLAR,Clarkwood Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.62567,-81.49825,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUEDGE,Edgecliff Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.61022,-81.53573,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUMOSS,Moss Point Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.61284,-81.53172,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUNOB,NOBLE BEACH,BEACH Program Site-Great Lake,,04110003,,,,,41.61494,-81.52752,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUPARK,Parklawn Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.48352,-81.86065,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUROYA,Royal Acres Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.62527,-81.4995,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUSIMS,SIMS BEACH,BEACH Program Site-Great Lake,,04120200,,,,,41.61608,-81.52422,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUUTOP,Utopia Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.6047,-81.54371,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-CCBHCUWAGA,Wagar Beach,BEACH Program Site-Great Lake,,04120200,,,,,41.48536,-81.85312,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,035,,,,,,,,,STORET
21OHBCH,Ohio Department of Health,21OHBCH-OHCCSP01,Crane Creek State Park,BEACH Program Site-Great Lake,Main swimming area,04120200,,,,,41.62938,-83.18937,,,,GPS Code (Pseudo Range) Differential,NAD83,,,,,,,US,39,095,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200005,200005-CUYAHOGA R. AT CLEVELAND @ SCRANTON FLATS,River/Stream,"Old descriptor was ""mouth of Walworth Run"".",04110002,,,,,41.4881,-81.6933,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,035,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200038,200038-CUYAHOGA R. AT CUYAHOGA FALLS @ WATERWORKS PARK,River/Stream,,04110002,,,,,41.1461,-81.4625,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,153,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200122,200122-CAMP BROOK AT AKRON @ RR ON NE END OF QUARRY,River/Stream,,04110002,,,,,41.0911,-81.475,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,153,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200127,200127-WINGFOOT LAKE OUTLET @ ROAD DST. MARTIN RD.,River/Stream,,04110002,,,,,41.0422,-81.3856,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,133,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200137,200137-DOAN BROOK AT CLEVELAND @ WADE PARK,River/Stream,,04110003,,,,,41.5092,-81.6136,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,035,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200199,200199-MUD RUN S OF GROVEPORT @ PERRILL RD,River/Stream,,05060001,,,,,39.7839,-82.8964,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,129,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200282,200282-SCIOTO BRUSH CREEK @ POPLAR GROVE RD,River/Stream,,05060002,,,,,38.9883,-83.3328,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200287,200287-BETTYS CREEK ADJ. POPLAR GROVE RD.,River/Stream,,05060002,,,,,39.0044,-83.3364,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200309,"200309-TURKEY CREEK NEAR MOUTH, UPST. ST. RT. 781",River/Stream,,05060002,,,,,38.8389,-83.2833,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200313,"200313-MILL CREEK W OF BLUE CREEK, JUST UPST. MIDDLE BRANCH",River/Stream,,05060002,,,,,38.7722,-83.3678,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200315,"200315-RANDALL RUN W OF BLUE CREEK, UPST. RANDALLS RUN RD.",River/Stream,,05060002,,,,,38.7778,-83.3647,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200317,200317-M BR MILL CREEK NEAR MOUTH @ CO. RD. 174A,River/Stream,,05060002,,,,,38.7711,-83.3675,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200336,"200336-DRY RUN N OF YOUNGS, ADJ. DRY RUN RD.",River/Stream,,05060002,,,,,38.9044,-83.2028,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,145,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200338,200338-JESSIE RUN @ LANE JUST UPST. TOWN OF RARDEN,River/Stream,,05060002,,,,,38.9253,-83.2403,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,145,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200340,200340-RARDEN CREEK AT RARDEN @ ST. RT. 73,River/Stream,,05060002,,,,,38.9242,-83.2483,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,145,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200344,"200344-BULL RUN NW OF RARDEN, ADJ. BULL RUN RD. NEAR MOUTH",River/Stream,,05060002,,,,,38.9742,-83.2694,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,145,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200345,200345-CEDAR FORK SE OF PEEBLES @ DAVIS MEMORIAL RD.,River/Stream,,05060002,,,,,38.9403,-83.3558,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200429,"200429-RATTLESNAKE CREEK W OF NEW MARTINSBURG, UPST. ZIMMERMAN RD.",River/Stream,,05060003,,,,,39.4006,-83.4897,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,047,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200468,200468-CLOVERLICK CREEK NE OF BETHEL @ ST. RT. 133,River/Stream,,05090202,,,,,38.9853,-84.0531,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,025,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200555,200555-N. FK. MASSIES CREEK NEAR SELMA @ OLD U.S. RT. 42,River/Stream,,05090202,,,,,39.7808756,-83.7250839,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,023,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200624,200624-INDIAN CREEK N OF WINDSOR @ MONTGOMERY RD.,River/Stream,,04110004,,,,,41.5644,-80.9328,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,007,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200628,200628-SWINE CREEK E OF MESOPOTAMIA @ ST. RT. 87,River/Stream,,04110004,,,,,41.4567,-80.9381,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,155,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200631,"200631-GRAND R. UPST. PARKMAN, 0.2 MI. DST. U.S. RT. 422",River/Stream,,04110004,,,,,41.3692,-81.0786,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,055,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200632,200632-L. MILL CREEK N OF COSHOCTON @ ADJ. TWP. RD. 206,River/Stream,,05040003,,,,,40.3667,-81.8547,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,031,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200633,"200633-BEAVER RUN AT WARSAW, UPST. U.S. RT. 36, ADJ LANE",River/Stream,,05040003,,,,,40.335076,-82.000394,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,031,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200634,200634-MOHICAN R. NEAR MOUTH @ ST. RT. 715,River/Stream,,05040002,,,,,40.3658,-82.1575,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,031,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200636,"200636-MOHICAN R. AT BRINKHAVEN, UPST. U.S. RT. 62",River/Stream,"Chemistry collected at sampling point #1: Canal St., RM 11.66",05040002,,,,,40.4664,-82.1944,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,083,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200642,"200642-BLACK FK. MOHICAN R. AT PERRYSVILLE, DST. ST. RT. 39",River/Stream,"Chemistry sampled at sampling point #1: AT SR 39, RM 7.09",05040002,,,,,40.6539,-82.3019,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,005,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200657,200657-BLACK FK. MOHICAN R. SE OF GANGES @ ST. RT. 13,River/Stream,,05040002,,,,,40.8872,-82.5108,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,139,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-200725,200725-M. FK. BAKER FORK NEAR MOUTH @ STRAIT CREEK RD.,River/Stream,,05090201,,,,,39.034784,-83.439136,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,001,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201083,"201083-MUCHINIPPI CREEK AT NEW HAMPSHIRE, UPST. U.S. RT. 33",River/Stream,,05080001,,,,,40.5578,-83.9592,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,011,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201089,"201089-PORTAGE R. AT WOODVILLE, UPST. LUEKE AVE, AT RAMP IN PARK",River/Stream,,04100010,,,,,41.4482,-83.3679,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201092,201092-SUGAR CREEK W OF HELENA @ U.S. RT. 6,River/Stream,,04100010,,,,,41.3408,-83.37,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201093,201093-N. BR. PORTAGE R. @ BOWLING GREEN WWTP MIXING ZONE,River/Stream,,04100010,,,,,41.3848,-83.5697,24000,,,Interpolation-Map,WGS84,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201099,201099-M. BR. PORTAGE R. AT RUDOLPH @ RUDOLPH RD.,River/Stream,,04100010,,,,,41.2958,-83.6694,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201105,201105-TRIB. TO ROCKY FORD CREEK (10.75) @ CR 139 (DST FENBURG #2),River/Stream,This trib is labeled Fenburg #1.  Sampling point at CR 139 is dst Fenburg #2 trib.,04100010,,,,,41.1603,-83.7081,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,063,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201106,201106-TRIB. TO ROCKY FORD CREEK (10.75/1.99) ADJ CO. RD. 139,River/Stream,This trib is labeled Fenburg #2 and is tributary to Fenburg #1,04100010,,,,,41.1339,-83.7083,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,063,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201109,201109-RADER CREEK NEAR MOUTH @ CYGNET RD.,River/Stream,,04100010,,,,,41.240837,-83.736822,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201111,201111-WOLF CREEK E OF OREGON @ STADIUM RD.,River/Stream,,04100010,,,,,41.648589,-83.40361,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,095,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201118,"201118-HENRY CREEK AT MILLBURY, NEAR MOUTH (BRADNER RD.)",River/Stream,,04100010,,,,,41.5644,-83.4317,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,173,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201124,201124-N. BR. TURTLE CREEK SE OF WILLISTON @ OPFER-LENTZ RD.,River/Stream,,04100010,,,,,41.5792,-83.32,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,123,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201144,201144-WOLF CREEK/WILLIAMS DITCH W OF RENO BEACH @ YONDOTA RD.,River/Stream,,04100010,,,,,41.667728,-83.312481,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,095,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201173,201173-S. FK. LICKING R. UPST. U.S. RT. 40 ADJ. DRAG STRIP,River/Stream,,05040006,,,,,39.9592,-82.5508,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201175,201175-RACCOON CREEK NEAR HAZELTON CORNERS @ ST. RT. 310,River/Stream,,05040006,,,,,40.1158,-82.6608,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201176,201176-RACCOON CREEK AT JOHNSTOWN @ U.S. RT. 62,River/Stream,,05040006,,,,,40.1483,-82.6989,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201182,201182-LOBDELL CREEK E OF ALEXANDRIA @ RACCOON VALLEY RD.,River/Stream,,05040006,,,,,40.0869,-82.5922,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201185,201185-LOBDELL CREEK N OF ALEXANDRIA @ NORTHRIDGE RD.,River/Stream,,05040006,,,,,40.1156,-82.6161,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201187,"201187-LOBDELL CREEK E OF JOHNSTOWN, DST. NICHOLS LANE",River/Stream,,05040006,,,,,40.1478,-82.6517,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,089,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201231,201231-OGG CREEK S OF DEAVERTOWN @ ST. RT. 555,River/Stream,,05040004,,,,,39.7253,-82.0358,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201245,201245-BUSKIRK CREEK @ CROWNOVER MILL RD.,River/Stream,,05060002,,,,,39.628162,-83.161611,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,129,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201249,201249-DUFFS FORK N OF PANCOASTBURG @ ST. RT. 207,River/Stream,,05060002,,,,,39.656461,-83.271615,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,047,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201251,"201251-SUGAR RUN NW OF MT. STERLING, UPST. U.S. RT. 56",River/Stream,,05060002,,,,,39.752261,-83.294616,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,097,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201294,201294-S. BR. WOLF CREEK SW OF WATERTOWN @ CO. RD. 2,River/Stream,,05040004,,,,,39.423641,-81.612319,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201296,201296-SOUTHWEST FORK SW OF WATERTOWN @ SMITH RD./TWP. RD. 288,River/Stream,,05040004,,,,,39.426044,-81.68824,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201302,"201302-W. BR. WOLF CREEK SW OF BEVERLY, 600 M UPST ST. RT. 377",River/Stream,The site was formerly impounded.  A lowhead dam is was removed in 2006.,05040004,,,,,39.5027,-81.864334,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201304,201304-W. BR. WOLF CREEK SW OF MCCONNELSVILLE @ CO. RD. 16,River/Stream,,05040004,,,,,39.609272,-81.927345,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,115,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201306,201306-COAL RUN N OF PATTEN MILLS @ TWP. RD. 203,River/Stream,,05040004,,,,,39.471965,-81.78955,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,167,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201332,201332-MUSKELLUNGE CREEK NEAR FREMONT @ SPIELDENNER RD.,River/Stream,,04100011,,,,,41.356952,-83.15962,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201338,201338-E. BR. WOLF CREEK SW OF FORT SENECA @ TWP. RD. 150,River/Stream,,04100011,,,,,41.196754,-83.18382,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,147,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201385,201385-LITTLE PICKEREL CREEK @ YETTER RD.,River/Stream,ALP on Little Pickerel Ck at Yetter Rd.,04100011,,,,,41.409398,-82.882491,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201410,"201410-MUDDY CREEK W OF FREMONT, DST. TWP. RD. 55",River/Stream,,04100011,,,,,41.364452,-83.244123,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,143,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201512,201512-MUNN RUN AT EDEN PARK @ HINKLEY HOLLOW RD.,River/Stream,,05090103,,,,,38.775076,-82.941795,24000,,,Interpolation-Map,NAD83,,,,,,,US,39,145,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201599,201599-TRIB. TO E. BR. BLACK R. (RM 28.65) @ FOSTER RD.,River/Stream,,04110001,,,,,41.15706,-82.0895,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201602,201602-CROW CREEK NE OF PENFIELD @ VERMONT RD.,River/Stream,,04110001,,,,,41.1864,-82.0818,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201609,201609-W. FK. E. BR. BLACK R. AT HOMER @ ST. RT. 301,River/Stream,,04110001,,,,,41.038612,-82.126017,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,103,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201610,201610-W. FK. E. BR. BLACK R. N OF SULLIVAN @ ST. RT. 58,River/Stream,,04110001,,,,,41.0525,-82.2211,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,005,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201615,201615-CLEAR CREEK SW OF LODI @ PAWNEE RD.,River/Stream,,04110001,,,,,41.01438,-82.0779,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,103,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201619,201619-W. BR. BLACK R. @ METROPARKS EQUESTRIAN AREA,River/Stream,,04110001,,,,,41.29502,-82.1486,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201620,201620-W. BR. BLACK R. E OF PITTSFIELD @ ST. RT. 303,River/Stream,,04110001,,,,,41.2372,-82.1985,10000,,,Interpolation-Map,NAD83,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201630,201630-WELLINGTON CREEK NEAR MOUTH @ NICKEL PLATE RD.,River/Stream,,04110001,,,,,41.26524,-82.1683,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201633,201633-WELLINGTON CREEK @ BURSLEY RD.,River/Stream,,04110001,,,,,41.11618,-82.2095,10000,,,Interpolation-Map,NAD83,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201634,201634-CHARLEMONT CREEK W OF WELLINGTON @ PITTS RD.,River/Stream,,04110001,,,,,41.17492,-82.2426,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,093,,,,,,,,,STORET
21OHIO_WQX,Division of Surface water (Ohio),21OHIO_WQX-201745,"201745-MONDAY CREEK W OF BUCHTEL, JUST UPST. SNOW FORK",River/Stream,,05030204,,,,,39.4578,-82.2006,24000,,,Interpolation-Map,NAD27,,,,,,,US,39,009,,,,,,,,,STORET
